phase,flux,model
-0.24990387675745346,3.083614101342391e-05,0.0
-0.2496784714669137,6.163851521705509e-05,0.0
-0.24941344326055964,7.499738123442512e-05,0.0
-0.2491517378981543,-2.4324352052644838e-05,0.0
-0.24890395194046872,-5.694089577445993e-05,0.0
-0.2486179475680194,-3.011088283528807e-05,0.0
-0.2483604671274732,2.091921054670821e-05,0.0
-0.24812488776834826,3.334830013045574e-05,0.0
-0.24789239146030972,5.5426740655093444e-05,0.0
-0.24761153692504545,0.00010630194971781746,0.0
-0.24734423639585368,0.00021317642765097847,0.0
-0.2471347716213014,0.00016392495236686953,0.0
-0.24685535584321078,0.00012163185765530217,0.0
-0.2465759857399511,-3.878083396557486e-05,0.0
-0.24634761158540217,-8.748861830099486e-05,0.0
-0.24612033362679508,-0.00010629568852891678,0.0
-0.24581578527299636,1.198132486024406e-05,0.0
-0.24556392283665207,0.000280294841468276,0.0
-0.24535713003970802,0.00029376569345913596,0.0
-0.24508708902066167,0.00024771370139205825,0.0
-0.24482951723045365,5.020727658006765e-05,0.0
-0.24466150236495202,7.102162322439654e-05,0.0
-0.24439666827662934,6.358056289059276e-05,0.0
-0.24410189433664534,4.587242612615228e-05,0.0
-0.24393013413500908,9.036904193635563e-05,0.0
-0.2436736585407429,0.00010302788872991185,0.0
-0.2433850507029317,0.0001881197773104759,0.0
-0.24313664813502886,0.00016679899136534006,0.0
-0.24289473139311518,0.00013676977569048175,0.0
-0.2426191637195287,1.863073596723553e-05,0.0
-0.24235917116328248,-5.047636492236051e-05,0.0
-0.2421347250441918,-8.497857448674039e-05,0.0
-0.24188511209326982,0.00013135694747688832,0.0
-0.2415936153224036,0.0002842476879231981,0.0
-0.2413629688450169,0.00026873901322687743,0.0
-0.24113449192209843,0.0001524548235374823,0.0
-0.2408411224831649,8.6827725144758e-05,0.0
-0.2405652008296389,0.0001809134214545338,0.0
-0.2403484965943874,0.00015734658367819068,0.0
-0.24008433620982067,0.0001541229956865209,0.0
-0.23981274224652335,0.00013294442050892032,0.0
-0.23955900714211179,0.00011179325219245586,0.0
-0.2393556171200705,0.00017149909527915954,0.0
-0.23911534467206957,0.00015044718835270036,0.0
-0.2388843670521588,0.00011322548634780106,0.0
-0.23864050912993146,5.1980308271595276e-05,0.0
-0.23840290865953875,-6.13702093687607e-05,0.0
-0.23815909641214233,1.0897018801188097e-05,0.0
-0.2379313502865184,9.581896558302105e-05,0.0
-0.23765964213614382,0.00023447136007916924,0.0
-0.23739904438838805,0.000212026695323857,0.0
-0.23713682518413498,0.00018950084977745974,0.0
-0.23687448037409692,0.0002491722590309564,0.0
