phase,flux,model
-0.24988293943788698,4.709272980107926e-05,0.0
-0.24964170421792772,1.3393672361416975e-05,0.0
-0.24933438145763803,-2.832405880326405e-05,0.0
-0.2491165594363493,8.040035027079284e-05,0.0
-0.24887702742259574,3.9295555325224996e-05,0.0
-0.24862060462656294,-1.6877494999789633e-05,0.0
-0.24835495155173812,6.039983782102354e-05,0.0
-0.24812345678754494,-5.375675618779496e-05,0.0
-0.2478909573671567,-1.2774388778780121e-05,0.0
-0.2476080681594856,-5.47484632988926e-05,0.0
-0.24737401466154563,0.0001614909415366128,0.0
-0.24711126567103464,0.00011930893379030749,0.0
-0.2468750458831741,0.00010576812928775325,0.0
-0.2466320760615031,2.8610125809791498e-05,0.0
-0.24639353300619155,4.051766518387012e-05,0.0
-0.24611791970705804,0.00011838934005936608,0.0
-0.2458955845817681,8.134891686495394e-05,0.0
-0.24563158761988985,-2.9792397526762215e-05,0.0
-0.24538075322394198,-0.00012031292862957343,0.0
-0.2451453418703634,-5.66287781111896e-06,0.0
-0.2448902612322162,4.7526826165267266e-05,0.0
-0.24462952940297178,2.303482688148506e-05,0.0
-0.24438451887340462,-2.663453597051557e-05,0.0
-0.2440972028993741,6.376247438311111e-05,0.0
-0.2438994740019863,0.0001359516754746437,0.0
-0.24360600450876113,-4.28523244409007e-05,0.0
-0.24338562375372566,-9.340162068838254e-05,0.0
-0.2431288163627432,-6.099744041421218e-05,0.0
-0.2429048094267537,5.6470737035851926e-05,0.0
-0.24257593365152963,6.636170655838214e-05,0.0
-0.2423861007239248,-7.442953938152641e-05,0.0
-0.24213711081396005,-8.909217854125018e-06,0.0
-0.24189714711199767,3.6575838180397113e-07,0.0
-0.24164223130025742,6.756820948794484e-05,0.0
-0.2413648990971652,0.00018660212663235143,0.0
-0.24111130189668095,8.752262510824949e-05,0.0
-0.2408494476780937,0.00017657942953519523,0.0
-0.24059509698546316,-1.5781083448018762e-05,0.0
-0.24037486535908162,4.661652747017797e-05,0.0
-0.2401098323455022,6.169245898490772e-05,0.0
-0.2398447443897871,-3.2772726626717485e-05,0.0
-0.2396042391153446,4.020857159048319e-05,0.0
-0.23936811351400233,0.0001490443537477404,0.0
-0.23910780552409025,7.354972694884054e-05,0.0
-0.2388786968183603,-9.629380292608403e-05,0.0
-0.2386018747922421,5.344983946997672e-05,0.0
-0.23836012939530882,0.00012996521400054917,0.0
-0.2381137531612265,4.884034933638759e-05,0.0
-0.23788707760721892,1.9427006918704137e-05,0.0
-0.23759273688869958,-7.348199869738892e-05,0.0
-0.2373605592722488,3.001422646775609e-05,0.0
-0.23713061858560736,3.4325850720051676e-05,0.0
-0.23685172445608688,-8.798660564934835e-05,0.0
-0.2366110072619782,3.0782550311414525e-05,0.0
-0.23635051089902953,6.111906441219617e-05,0.0
-0.2361154762915241,-0.00022756158432457596,0.0
-0.23586920994171312,2.6657467969926074e-05,0.0
-0.23563646720615264,2.5477556846453808e-05,0.0
-0.2353764025314128,4.155685928708408e-05,0.0
-0.23513931151825812,4.981356323696673e-05,0.0
-0.23486866655796418,1.667948686190357e-05,0.0
-0.23461768303336236,-8.630744559923187e-05,0.0
-0.2343772013055494,-4.465448000701144e-05,0.0
-0.23412745790343836,-4.434171478351345e-05,0.0
-0.23387452785745866,-2.938150601039524e-06,0.0
-0.23362355218173336,4.988134423911106e-05,0.0
-0.2333534644916726,0.00010776121416711248,0.0
-0.23314429193231312,0.00014872582687530667,0.0
-0.23287033474612612,-1.5859040104260202e-05,0.0
-0.2326252143322876,-0.00012546214202302508,0.0
-0.23236561274126266,-8.654944576846901e-05,0.0
-0.23214137818785396,-6.142963957245229e-05,0.0
-0.2318213402475957,6.404046871466562e-05,0.0
-0.23163211953235974,-0.00010804673365782946,0.0
-0.23137830256333283,4.882448411080986e-05,0.0
-0.2311431031294204,8.497335329593625e-06,0.0
-0.23088112332880875,-7.569704030174762e-05,0.0
-0.23061991271809643,-5.591217632172629e-05,0.0
-0.23037634638180962,-5.0750430091284215e-05,0.0
-0.23011364448455776,-2.8084220957680373e-06,0.0
-0.22985122514686077,-8.447625077678822e-06,0.0
-0.2296145344264088,8.860281923261937e-06,0.0
-0.22938892631960847,0.00017456773639423773,0.0
-0.22909224663588507,1.1193472346349154e-05,0.0
-0.22884773843441536,1.3460202353599016e-05,0.0
-0.228621620150641,-8.961679668573197e-06,0.0
-0.22836310955345285,5.6920598581200466e-05,0.0
-0.22814911778390776,-8.065347356023267e-05,0.0
-0.2278489610478843,1.5200491816358408e-05,0.0
-0.22760325981718302,0.00011324459774186835,0.0
-0.22735829638087496,9.104686796490569e-06,0.0
-0.22714645520349735,2.3754141011522734e-05,0.0
-0.22685366071365326,0.00010786198981804773,0.0
-0.2266199996595395,2.7251833671471104e-05,0.0
-0.2263692280546038,7.282423030119389e-05,0.0
-0.2260980336729532,1.1251430805714335e-05,0.0
-0.22585801502885516,2.6779222025652416e-05,0.0
-0.22559011717534455,-5.838836045768403e-07,0.0
-0.2253528770335359,-3.0236617021728307e-05,0.0
-0.22510731708261206,3.040370393136982e-05,0.0
-0.22487327143354863,1.6194731870200485e-05,0.0
-0.22461392885544895,6.775102156098001e-05,0.0
-0.22438156286596161,0.0001342348477919586,0.0
-0.224113335359637,8.414330295636319e-05,0.0
-0.22385725791417127,-0.0002009480376727879,0.0
-0.22361931137347552,3.5183199543098453e-05,0.0
-0.22337168716802588,-4.9067046802520053e-05,0.0
-0.22311456582198244,-2.3262842660187744e-05,0.0
-0.22286905296431775,9.99338626570534e-05,0.0
-0.22259045709210518,0.00013691908679902554,0.0
-0.2223809313333021,4.45519108325243e-05,0.0
-0.22211529395623036,-0.00010883938739425503,0.0
-0.22187069941711893,0.0001022155956889037,0.0
-0.22161053270698428,2.86082536149479e-06,0.0
-0.22138409261927242,5.6947053963085636e-05,0.0
-0.22109953160090173,5.254165989754256e-05,0.0
-0.2208922113764019,8.278262612293474e-06,0.0
-0.2206151224884819,4.9566413508728147e-05,0.0
-0.2203839809237323,-8.332029028679244e-05,0.0
-0.2201245677057439,-8.424249244853854e-06,0.0
-0.21989293166177326,-3.421779547352344e-05,0.0
-0.21962475124870778,-0.00013003635831410065,0.0
-0.219350527200719,2.368256355111953e-05,0.0
-0.2190925346293814,6.375120574375615e-05,0.0
-0.2188714788709649,1.744986184348818e-05,0.0
-0.21864164806859473,2.262190537294373e-05,0.0
-0.21836615250260907,-7.603687117807567e-05,0.0
-0.21811453321900884,0.00018603754870127887,0.0
-0.21787189305015184,8.016828360268846e-05,0.0
-0.21761058825292123,-2.1674164599971846e-05,0.0
-0.21738637724614213,0.00011942069977521896,0.0
-0.2171038333890381,7.46236473787576e-05,0.0
-0.2168658789994658,-5.382943527365569e-05,0.0
-0.21660232157467285,-6.581373600056395e-05,0.0
-0.2163959196687263,9.989925274567213e-06,0.0
-0.21611875229204103,1.4289636510511627e-05,0.0
-0.21586517078930986,1.6575484551140107e-05,0.0
-0.2156122328944536,3.697700094562606e-06,0.0
-0.21534919349551124,1.0727745276994938e-05,0.0
-0.215136802896777,-3.1390705771627836e-05,0.0
-0.21485790091838,-0.00015356249059550464,0.0
-0.21461495464333857,-0.00011037004151148722,0.0
-0.2143550861905118,8.650335439597256e-05,0.0
-0.21412185682460688,-1.177400099550141e-05,0.0
-0.21386362878697357,3.89009655918926e-05,0.0
-0.2136301875014025,6.22426841800916e-06,0.0
-0.21335351460393825,-4.428579813975375e-05,0.0
-0.21309730372757157,0.00015517909196205437,0.0
-0.21287727617197966,-9.12606355996104e-06,0.0
-0.21262480920971488,-1.794745730876457e-05,0.0
-0.2123773655284253,-7.574010669486597e-05,0.0
-0.21211472642218562,2.5888135496643372e-05,0.0
-0.21184540007314767,0.00012575971413752995,0.0
-0.21162275884167336,-0.0001104935072362423,0.0
-0.21137515033397677,3.927927173208445e-05,0.0
-0.21112527350096483,4.650789605875616e-05,0.0
-0.2108477764714656,-3.892166932928376e-05,0.0
-0.21063910624020363,5.424269147624727e-06,0.0
-0.2103592310011177,-4.7158442612271756e-05,0.0
-0.21012996531785727,-1.1280322951279231e-06,0.0
-0.20985164415632301,-3.489222945063375e-05,0.0
-0.20965878156238002,-0.0001143960325862281,0.0
-0.209378231319913,-6.606366514461115e-05,0.0
-0.20915218367602736,-6.224530807230622e-05,0.0
-0.20886688486326344,7.773692777846009e-05,0.0
-0.20862963687257832,9.280495305574732e-07,0.0
-0.2083546593324432,2.2335983885568567e-05,0.0
-0.20810897379949497,-6.227843550732359e-05,0.0
-0.20787890753082913,-8.007351425476372e-05,0.0
-0.20761135502788555,-3.133897030238586e-05,0.0
-0.207353032803734,-3.1509131304119364e-05,0.0
-0.20710844611349907,8.357741171494126e-05,0.0
-0.20686348267719104,5.287725434754975e-05,0.0
-0.20664394175194362,1.4486962754745036e-05,0.0
-0.20635663362678963,-3.2567021662543993e-05,0.0
-0.20613253250428185,-0.00010250682680634782,0.0
-0.205847414215678,9.03858381207101e-06,0.0
-0.20563695444056862,0.000129829189972952,0.0
-0.20536550104599272,0.000121252094686497,0.0
-0.20510144914197875,0.00014446589193539694,0.0
-0.20485667407870728,-2.181251761612657e-05,0.0
-0.2045937602617893,3.715573620866053e-05,0.0
-0.20437375625282694,2.849040083674481e-05,0.0
-0.20410301710601472,-3.251670568715781e-05,0.0
-0.20385155479994496,-3.240247679059394e-05,0.0
-0.20359891516239664,5.6616190704517066e-05,0.0
-0.20338448385576618,0.00010088809358421713,0.0
-0.20310013475706168,-3.368124816915952e-05,0.0
-0.20286714870632896,-8.464112761430442e-05,0.0
-0.20261476808170592,7.446721610904206e-05,0.0
-0.20234042630056925,0.00014618475688621402,0.0
-0.202120783339927,-9.815351631914382e-06,0.0
-0.2018614564595804,-4.1592684283386916e-05,0.0
-0.20161475057268405,6.032003875588998e-05,0.0
-0.20135315536702209,-6.221976855158573e-05,0.0
-0.20109389912656417,-4.5188087824499235e-05,0.0
-0.20086483751409334,2.132007011823589e-06,0.0
-0.20061833569798662,-2.2215015633264557e-05,0.0
-0.20038061677471006,6.7976730861119e-05,0.0
-0.20009085980008065,-4.597239239956252e-05,0.0
-0.19988423027671487,8.902693480195012e-06,0.0
-0.19960818528937252,2.0586375853781647e-05,0.0
-0.19937013671328196,0.00011330474080750719,0.0
-0.19909865192319998,-7.131054007913917e-05,0.0
-0.1988954759055047,5.586017323366832e-06,0.0
-0.19862052191199916,2.572483936091885e-06,0.0
-0.1983907852961473,6.249087118703756e-05,0.0
-0.19810503124854503,0.0001317555725108832,0.0
-0.19788957173908997,0.00010964990360662341,0.0
-0.1976236047092042,-7.707039912929758e-06,0.0
-0.1973598824580043,-7.71531022110139e-05,0.0
-0.1971170225206046,3.6350616937852465e-05,0.0
-0.1968650892819434,-3.59312653017696e-05,0.0
-0.19659319635028216,-7.026929051789921e-05,0.0
-0.19638440053699582,-6.024631511536427e-05,0.0
-0.19615359647393674,2.35771544794261e-05,0.0
-0.19588102853889444,1.0663629154805676e-05,0.0
-0.195601145450932,-7.856448064558208e-05,0.0
-0.19537388908006165,0.00011237066428293474,0.0
-0.19507673061487027,5.752742072218098e-05,0.0
-0.1948743865780865,2.0744959329022095e-05,0.0
-0.194602564286314,5.503764623426832e-05,0.0
-0.19434201298122966,0.00021950907830614597,0.0
-0.19411370486090512,4.023395104013616e-05,0.0
-0.19386231319472408,-9.011309916218124e-05,0.0
-0.19362573235854347,-1.5344467101385817e-06,0.0
-0.19335172807909734,-7.865978386689676e-05,0.0
-0.1930959802864456,2.221449904027395e-06,0.0
-0.19282998970993023,4.0380939026363194e-05,0.0
-0.19262558926749723,-2.1938792770015425e-05,0.0
-0.19234344570309592,2.165771456930088e-05,0.0
-0.19210409421350239,1.6468156900373287e-06,0.0
-0.19187509539204375,-1.3572497664426919e-05,0.0
-0.19160956789924333,-4.548523065750487e-05,0.0
-0.19137378764846813,1.162322314485209e-05,0.0
-0.19111059127199528,2.3388798808809952e-05,0.0
-0.1908525908517812,-1.3711841120311874e-06,0.0
-0.19059098779724268,-3.891646429110551e-06,0.0
-0.19035476016050562,-0.00011167138291057199,0.0
-0.19010236383812953,4.8241901822621e-05,0.0
-0.18986607341038028,-2.3031545424601063e-05,0.0
-0.1896178369925618,2.8118421369072166e-05,0.0
-0.18933165125675072,-2.3242491806740873e-05,0.0
-0.18912969966379314,-2.3235690150613664e-05,0.0
-0.18884568021790266,-6.158396718092263e-05,0.0
-0.18860360516815536,0.00010299835412297398,0.0
-0.18833544830171944,-4.962180719303433e-05,0.0
-0.1881445165314013,-3.420705070311669e-05,0.0
-0.18786318925015844,8.304457878693938e-05,0.0
-0.1876278877808512,1.9891922420356423e-07,0.0
-0.1873425575725812,2.0176992620690726e-05,0.0
-0.1871338716435662,8.229369996115565e-05,0.0
-0.18687111480417867,-2.4184215362765826e-05,0.0
-0.1866134440367786,1.2582314184328425e-05,0.0
-0.18635437616935727,2.711797606025357e-06,0.0
-0.18611441246739488,4.572702709992882e-05,0.0
-0.18584335151664516,3.622058648033999e-05,0.0
-0.18564326795630026,5.656784924212843e-05,0.0
-0.1853908166917885,3.598073999455664e-05,0.0
-0.1851181467213514,-1.991926865230198e-05,0.0
-0.1848497229931137,2.437673174426891e-05,0.0
-0.184635197499965,-6.459668384195538e-06,0.0
-0.18432500205086755,-8.724970757612027e-05,0.0
-0.18412063300394066,0.00010021414709626697,0.0
-0.18384246881993688,3.7100038753123954e-05,0.0
