0.2snr,0.2peak,0.2snrvar,0.2pkvar,0.1snr,0.1peak,0.1snrvar,0.1pkvar,0.05snr,0.05peak,0.05snrvar,0.05pkvar
4.059414232159368,1.34791088501075,0.1040278884680804,0.17077338573807122,0.9997289938183833,1.3287703403746678,0.025683037492284358,0.17606094024902094,0.24861841530670792,1.2947053186192758,0.004695810771160298,0.17767046614958182
8.746266263626818,1.374792564235684,0.2237865111339684,0.16443751516373514,2.153863467212193,1.3261316479374656,0.05547006445966091,0.18869041721874316,0.5356535175393088,1.3408974170512227,0.010138159453996407,0.19853375946444984
18.841615262992427,1.4852228042606654,0.4803195474588022,0.16709100241575042,4.6401413497703,1.3194608545060142,0.12013502425690649,0.2010329204446949,1.154120678451297,1.353418855800913,0.02194108476864621,0.18607519514327164
40.54475672726153,1.9350331465024333,1.0238515469737988,0.25427613424705064,9.993122278454482,1.3332266452688946,0.26162931312117504,0.20059510842774086,2.4868052867744206,1.3494375366716203,0.047730596216514626,0.1787838321986558
86.72830851285138,3.1165108626048985,2.131132085892188,0.3675864041919783,21.4847068984351,1.4249965757505991,0.5754643025675801,0.18804569897952528,5.358271103868894,1.3472324276025063,0.10496459636738795,0.18094466994524516
180.37352662248472,5.748986000726299,4.061071595855654,0.4053487114971791,45.8137363086864,1.8710409379449184,1.2801578880029383,0.14675489253116902,11.53778699815202,1.369124147753276,0.23593554724147783,0.16344775836536404
336.9005253967058,10.217200549046826,5.783953774263227,0.4047849309033812,94.20888626432274,3.1123517011962467,2.778162550339294,0.25531112702677716,24.738332287656263,1.4951425954974311,0.5513294968257185,0.16347010438981696
492.0692401489211,14.637035139177197,4.742324274961451,0.30148840662395554,170.35360911640652,5.296768340181581,4.827373655989744,0.22520702681858357,51.9075699287924,2.059554008943489,1.339048040993885,0.32755217667990166
564.1446104169823,16.713412692545955,2.7038897302766656,0.15364867614499078,237.8133168429988,7.215577252773208,4.719629563370769,0.17361087421718605,99.64972367850955,3.48116374843501,2.947077849275664,0.32848705039403775
583.3133496342517,17.272319496058742,1.3776984204446074,0.07347436456126978,266.3428389561032,8.003801907807489,2.7370384561677965,0.09891639018483149,152.09561319239964,5.059702345992173,3.9324225993604105,0.25682935559089526
