phase,flux
-0.006295776860901744,0.9425399999999999
0.006295776860901046,0.9415000000000001
0.018887330582703837,0.9415800000000001
0.03147888430450663,0.9425799999999999
0.044070438026309416,0.94328
0.056661991748112206,0.9430800000000001
0.069253545469915,0.9428599999999999
0.08184509919171779,0.94322
0.09443665291352057,0.9439599999999999
0.10702820663532338,0.9450000000000001
0.11961976035712617,0.9466000000000001
0.13221131407892894,0.9469799999999999
0.14480286780073173,0.94716
0.15739442152253452,0.94878
0.1699859752443373,0.9498599999999999
0.1825775289661401,0.95128
0.19516908268794292,0.95306
0.2077606364097457,0.9546399999999998
0.2203521901315485,0.9559999999999998
0.2329437438533513,0.9575800000000001
0.24553529757515408,0.9597399999999998
0.25812685129695684,0.96168
0.27071840501875966,0.9643599999999999
0.2833099587405624,0.9671000000000001
0.29590151246236523,0.9707399999999999
0.308493066184168,0.9746
0.3210846199059708,0.9791599999999999
0.3336761736277736,0.9832000000000001
0.3462677273495764,0.9871199999999998
0.3588592810713792,0.9903599999999999
0.37145083479318197,0.9933200000000001
0.3840423885149848,0.9959
0.39663394223678755,0.9977600000000001
0.40922549595858965,0.9990399999999999
0.42181704968039246,0.9997199999999999
0.4344086034021952,1.0
0.44700015712399804,1.0
0.4595917108458008,1.0
0.4721832645676036,1.0
0.4847748182894064,1.0
0.4973663720112092,1.0
0.509957925733012,1.0
0.5225494794548148,1.0
0.5351410331766175,1.0
0.5477325868984203,1.0
0.5603241406202232,1.0
0.5729156943420259,1.0
0.5855072480638287,1.0
0.5980988017856315,1.0
0.6106903555074343,1.0
0.6232819092292371,1.0
0.6358734629510399,1.0
0.6484650166728426,1.0
0.6610565703946455,1.0
0.6736481241164483,1.0
0.686239677838251,1.0
0.6988312315600538,1.0
0.7114227852818567,1.0
0.7240143390036594,1.0
0.7366058927254622,1.0
0.749197446447265,1.0
0.7617890001690678,1.0
0.7743805538908706,1.0
0.7869721076126733,1.0
0.7995636613344762,1.0
0.812155215056279,1.0
0.8247467687780817,1.0
0.8373383224998845,1.0
0.8499298762216874,1.0
0.8625214299434901,1.0
0.8751129836652929,1.0
0.8877045373870956,1.0
0.9002960911088985,1.0
0.9128876448307013,1.0
0.925479198552504,1.0
0.9380707522743068,1.0
0.9506623059961097,1.0
0.9632538597179124,1.0
0.9758454134397152,1.0
0.988436967161518,1.0
1.0010285208833207,1.0
1.0136200746051236,1.0
1.0262116283269265,1.0
1.0388031820487291,1.0
1.0513947357705313,1.0
1.063986289492334,1.0
1.0765778432141369,1.0
1.0891693969359397,1.0
1.1017609506577424,1.0
1.1143525043795453,1.0
1.1269440581013481,1.0
1.1395356118231508,1.0
1.1521271655449536,1.0
1.1647187192667563,1.0
1.1773102729885592,1.0
1.189901826710362,1.0
1.2024933804321647,1.0
1.2150849341539676,1.0
1.2276764878757704,1.0
1.240268041597573,1.0
1.252859595319376,1.0
1.2654511490411786,1.0
1.2780427027629815,1.0
1.2906342564847844,1.0
1.303225810206587,1.0
1.3158173639283899,1.0
1.3284089176501928,1.0
1.3410004713719954,1.0
1.3535920250937983,1.0
1.366183578815601,1.0
1.3787751325374038,1.0
1.3913666862592067,1.0
1.4039582399810093,1.0
1.4165497937028122,1.0
1.429141347424615,1.0
1.4417329011464177,1.0
1.4543244548682206,1.0
1.4669160085900235,1.0
1.4795075623118261,1.0
1.492099116033629,1.0
1.5046906697554316,1.0
1.5172822234772345,1.0
1.5298737771990374,1.0
1.54246533092084,1.0
1.555056884642643,1.0
1.5676484383644458,1.0
1.5802399920862484,1.0
1.5928315458080513,1.0
1.605423099529854,1.0
1.6180146532516568,1.0
1.6306062069734597,1.0
1.6431977606952624,1.0
1.6557893144170652,1.0
1.668380868138868,1.0
1.6809724218606708,1.0
1.693563975582473,1.0
1.7061555293042756,1.0
1.7187470830260785,1.0
1.7313386367478814,1.0
1.743930190469684,1.0
1.7565217441914869,1.0
1.7691132979132895,1.0
1.7817048516350924,1.0
1.7942964053568953,1.0
1.806887959078698,1.0
1.8194795128005008,1.0
1.8320710665223037,1.0
1.8446626202441063,1.0
1.8572541739659092,1.0
1.869845727687712,1.0
1.8824372814095147,1.0
1.8950288351313176,1.0
1.9076203888531202,1.0
1.9202119425749231,1.0
1.932803496296726,1.0
1.9453950500185286,1.0
1.9579866037403315,1.0
1.9705781574621344,1.0
1.983169711183937,1.0
1.99576126490574,1.0
2.0083528186275426,1.0
2.0209443723493457,1.0
2.0335359260711483,1.0
2.046127479792951,1.0
2.0587190335147536,1.0
2.0713105872365567,1.0
2.0839021409583594,1.0
2.096493694680162,1.0
2.109085248401965,1.0
2.1216768021237677,1.0
2.1342683558455704,1.0
2.1468599095673735,1.0
2.159451463289176,1.0
2.172043017010979,1.0
2.184634570732782,1.0
2.1972261244545845,1.0
2.209817678176387,1.0
2.2224092318981903,1.0
2.235000785619993,1.0
2.2475923393417956,1.0
2.2601838930635987,1.0
2.2727754467854013,1.0
2.285367000507204,1.0
2.2979585542290066,1.0
2.3105501079508097,1.0
2.3231416616726124,1.0
2.335733215394415,1.0
2.3483247691162172,1.0
2.36091632283802,1.0
2.373507876559823,1.0
2.3860994302816256,1.0
2.3986909840034283,1.0
2.4112825377252314,1.0
2.423874091447034,1.0
2.4364656451688367,1.0
2.4490571988906398,1.0
2.4616487526124424,1.0
2.474240306334245,1.0
2.486831860056048,1.0
2.499423413777851,1.0
2.5120149674996535,1.0
2.5246065212214566,1.0
2.537198074943259,1.0
2.549789628665062,1.0
2.562381182386865,1.0
2.5749727361086676,1.0
2.5875642898304703,1.0
2.600155843552273,1.0
2.612747397274076,1.0
2.6253389509958787,1.0
2.6379305047176813,1.0
2.6505220584394844,1.0
2.663113612161287,1.0
2.6757051658830897,1.0
2.688296719604893,1.0
2.7008882733266955,1.0
2.713479827048498,1.0
2.726071380770301,1.0
2.738662934492104,1.0
2.7512544882139065,0.9982999999999999
2.7638460419357096,0.99412
2.7764375956575122,0.9909000000000001
2.789029149379315,0.9901199999999999
2.8016207031011175,0.9886000000000001
2.8142122568229206,0.98726
2.8268038105447233,0.9870600000000002
2.839395364266526,0.98644
2.851986917988329,0.98614
2.8645784717101317,0.98558
2.8771700254319343,0.98612
2.8897615791537374,0.98498
2.90235313287554,0.9853799999999999
2.9149446865973427,0.9865400000000001
2.927536240319146,0.9858600000000001
2.9401277940409485,0.9871800000000001
2.952719347762751,0.9879
2.9653109014845542,0.9892
2.977902455206357,0.9902200000000001
2.990494008928159,0.9929
3.0030855626499617,0.9966799999999999
3.0156771163717644,0.9996400000000001
3.0282686700935675,1.0
3.04086022381537,1.0
3.053451777537173,1.0
3.066043331258976,1.0
3.0786348849807785,1.0
3.091226438702581,1.0
3.103817992424384,1.0
3.116409546146187,1.0
3.1290010998679896,1.0
3.141592653589793,1.0
